Id,Category,Sentence
7183,0,"I found it slow , predictable and not very amusing ."
6728,1,"Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly ."
9045,2,"Children of the Century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers ."
1574,3,Should be required viewing for civics classes and would-be public servants alike .
5327,1,A painfully slow cliche-ridden film filled with more holes than Clyde Barrow 's car .
8505,3,"As relationships shift , director Robert J. Siegel allows the characters to inhabit their world without cleaving to a narrative arc ."
5313,3,"It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity ."
4312,2,"Analyze That regurgitates and waters down many of the previous film 's successes , with a few new swings thrown in ."
1413,1,A bland animated sequel that hardly seems worth the effort .
1229,3,A sharp satire of desperation and cinematic deception .
7927,4,"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry ."
6575,1,"It lacks the compassion , good-natured humor and the level of insight that made -LRB- Eyre 's -RRB- first film something of a sleeper success ."
6366,0,A story which fails to rise above its disgusting source material .
6216,1,The problem is that Van Wilder does little that is actually funny with the material .
3486,1,The modern-day characters are nowhere near as vivid as the 19th-century ones .
9404,2,"I wo n't argue with anyone who calls ` Slackers ' dumb , insulting , or childish ... but I laughed so much that I did n't mind ."
8543,4,Much of All About Lily Chou-Chou is mesmerizing : some of its plaintiveness could make you weep .
5762,3,"While the path may be familiar , first-time director Denzel Washington and a top-notch cast manage to keep things interesting ."
7137,2,"... one big laugh , three or four mild giggles , and a whole lot of not much else ."
2126,2,"In capturing the understated comedic agony of an ever-ruminating , genteel yet decadent aristocracy that can no longer pay its bills , the film could just as well be addressing the turn of the 20th century into the 21st ."
1411,1,Putting the primitive murderer inside a high-tech space station unleashes a Pandora 's Box of special effects that run the gamut from cheesy to cheesier to cheesiest .
5722,1,A slow-moving police-procedural thriller that takes its title all too literally .
7191,4,"An emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do ."
4447,2,Proves that some movie formulas do n't need messing with -- like the big-bug movie .
592,3,"Like Smoke Signals , the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama"
7782,0,"Kitschy , flashy , overlong soap opera ."
5017,3,A fast paced and suspenseful Argentinian thriller about the shadow side of play .
9154,2,Slackers ' jokey approach to college education is disappointingly simplistic -- the film 's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by .
1427,0,... a bland murder-on-campus yawner .
2209,4,Kudos to the most enchanting film of the year .
6120,1,It gets old quickly .
10568,0,"This is an ungainly movie , ill-fitting , with its elbows sticking out where the knees should be ."
10678,0,That such a horrible movie could have sprung from such a great one is one of the year 's worst cinematic tragedies .
1809,2,An extraordinarily silly thriller .
8659,2,Gere gives a good performance in a film that does n't merit it .
1125,3,A reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .
10631,3,"While there 's likely very little crossover appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics -RRB- , Much Ado About Something is an amicable endeavor ."
9829,1,"-LRB- T -RRB- he script is n't up to the level of the direction , nor are the uneven performances by the cast members , who seem bound and determined to duplicate Bela Lugosi 's now-cliched vampire accent ."
1722,2,Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .
1456,1,"In the wake of Saving Private Ryan , Black Hawk Down and We Were Soldiers , you are likely to be as heartily sick of mayhem as Cage 's war-weary marine ."
6790,3,A forceful drama of an alienated executive who re-invents himself .
2052,3,"Tense , terrific , sweaty-palmed fun ."
6975,0,"Hypnotically dull , relentlessly downbeat , laughably predictable wail pitched to the cadence of a depressed fifteen-year-old 's suicidal poetry ."
4768,2,Like being invited to a classy dinner soiree and not knowing anyone .
9903,1,Hard-core slasher aficionados will find things to like ... but overall the Halloween series has lost its edge .
9916,3,"It is about irrational , unexplainable life and it seems so real because it does not attempt to filter out the complexity ."
10017,1,"Puportedly `` Based on True Events , '' a convolution of language that suggests it 's impossible to claim that it is `` Based on a True Story '' with a straight face ."
7639,1,"Not even Solondz 's thirst for controversy , sketchy characters and immature provocations can fully succeed at cheapening it ."
1662,2,"There are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them ."
11485,3,A solidly entertaining little film .
3601,1,"Wimps out by going for that PG-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted ."
1818,3,It 's a movie that accomplishes so much that one viewing ca n't possibly be enough .
11169,2,"It 's hard to believe that a relationship like Holly and Marina 's could survive the hothouse emotions of teendom , and its longevity gets more inexplicable as the characterizations turn more crassly reductive ."
11491,3,Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .
2256,1,"Everything 's serious , poetic , earnest and -- sadly -- dull ."
5413,3,"At its most basic , this cartoon adventure is that wind-in-the-hair exhilarating ."
5186,2,Your taste for Jonah - A Veggie Tales Movie may well depend on your threshold for pop manifestations of the Holy Spirit .
3784,3,"Chris Columbus ' sequel is faster , livelier and a good deal funnier than his original ."
7280,3,One of the best of a growing strain of daring films ... that argue that any sexual relationship that does n't hurt anyone and works for its participants is a relationship that is worthy of our respect .
243,1,Believability was n't one of the film 's virtues .
5718,3,"Eight Legged Freaks is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer ."
1064,3,A surprisingly ` solid ' achievement by director Malcolm D. Lee and writer John Ridley .
4309,3,"One of those rare films that come by once in a while with flawless amounts of acting , direction , story and pace ."
2855,1,"What they 're doing is a matter of plumbing arrangements and mind games , of no erotic or sensuous charge ."
11399,2,It is a movie about passion .
9428,2,What a vast enterprise has been marshaled in the service of such a minute idea .
6551,2,"It 's dark and tragic , and lets the business of the greedy talent agents get in the way of saying something meaningful about facing death"
5769,2,"Life or Something Like It has its share of high points , but it misses too many opportunities ."
8624,1,"It winds up moving in many directions as it searches -LRB- vainly , I think -RRB- for something fresh to say ."
7896,4,A well-executed spy-thriller .
3829,1,A cautionary tale about the folly of superficiality that is itself endlessly superficial .
9019,4,"It 's a compelling and horrifying story , and The Laramie Project is worthwhile for reminding us that this sort of thing does , in fact , still happen in America ."
5989,3,"A fascinating , unnerving examination of the delusions of one unstable man ."
2224,1,"It 's as if Allen , at 66 , has stopped challenging himself ."
5066,1,"Vaguely interesting , but it 's just too too much ."
4740,0,Suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as Dahmer demands .
2207,0,"Stealing Harvard does n't care about cleverness , wit or any other kind of intelligent humor ."
3395,3,Trapped presents a frightening and compelling ` What if ? '
11406,0,"As exciting as all this exoticism might sound to the typical Pax viewer , the rest of us will be lulled into a coma ."
3959,0,The plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .
421,2,"The movie 's gloomy atmosphere is fascinating , though , even if the movie itself does n't stand a ghost of a chance ."
3244,0,"As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved ."
4579,1,A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being .
4093,3,It strikes hardest ... when it reminds you how pertinent its dynamics remain .
6630,4,Noyce has worked wonders with the material .
3030,4,Rarely have I seen a film so willing to champion the fallibility of the human heart .
2189,3,"If cinema had been around to capture the chaos of France in the 1790 's , one imagines the result would look like something like this ."
4211,2,Fulfills the minimum requirement of Disney animation .
4106,2,The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.
2090,1,"Though Frida is easier to swallow than Julie Taymor 's preposterous Titus , the eye candy here lacks considerable brio ."
6000,0,It is n't that Stealing Harvard is a horrible movie -- if only it were that grand a failure !
11542,4,Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .
2362,2,"This heist flick about young Brooklyn hoods is off the shelf after two years to capitalize on the popularity of Vin Diesel , Seth Green and Barry Pepper ."
9682,2,The real question this movie poses is not ` Who ? '
128,0,"... the story is far-flung , illogical , and plain stupid ."
760,3,"The complex , politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before ."
5049,2,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups .
4982,3,"Proves a servicable World War II drama that ca n't totally hide its contrivances , but it at least calls attention to a problem Hollywood too long has ignored ."
7109,0,"As pure over-the-top trash , any John Waters movie has it beat by a country mile ."
3576,2,"An amalgam of The Fugitive , Blade Runner , and Total Recall , only without much energy or tension ."
8832,3,"Not a schlocky creature feature but something far more stylish and cerebral -- and , hence , more chillingly effective ."
10637,0,"Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire ."
8710,3,"Lasker 's canny , meditative script distances sex and love , as Byron and Luther ... realize they ca n't get no satisfaction without the latter ."
7569,2,"While puerile men dominate the story , the women shine ."
9359,0,But it 's hard to imagine a more generic effort in the genre .
960,1,Tedious Norwegian offering which somehow snagged an Oscar nomination .
11477,1,"It does n't offer audiences any way of gripping what its point is , or even its attitude toward its subject ."
2204,0,"Muddled , melodramatic paranormal romance is an all-time low for Kevin Costner ."
1155,0,"Enough said , except : Film overboard !"
9026,0,Reign of Fire has the disadvantage of also looking cheap .
7420,4,"Real Women may have many agendas , but it also will win you over , in a big way ."
76,2,The camera twirls !
1132,0,"We ca n't accuse Kung Pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie ."
4088,1,Fluffy and disposible .
7029,0,"-LRB- Swimfan -RRB- falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting ."
1381,1,I 'm sure there 's a teenage boy out there somewhere who 's dying for this kind of entertainment .
3899,0,Amazingly lame .
5484,2,"Yep , it 's `` Waking up in Reno . ''"
3390,3,So could young romantics out on a date .
9179,3,"Alas , it 's the man that makes the clothes ."
2072,1,"What the audience feels is exhaustion , from watching a movie that is dark -LRB- dark green , to be exact -RRB- , sour , bloody and mean ."
8782,3,"Rouge is less about a superficial midlife crisis than it is about the need to stay in touch with your own skin , at 18 or 80 ."
7721,3,"Sure , it 's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it 's never as solid as you want it to be ."
8187,1,Big mistake .
1859,1,plays like some corny television production from a bygone era
6489,3,"Sitting in the third row of the IMAX cinema at Sydney 's Darling Harbour , but I sometimes felt as though I was in the tiny two seater plane that carried the giant camera around Australia , sweeping and gliding , banking and hovering over some of the most not"
9602,2,"Colorful and deceptively buoyant until it suddenly pulls the rug out from under you , Burkinabe filmmaker Dani Kouyate 's reworking of a folk story whose roots go back to 7th-century oral traditions is also a pointed political allegory ."
3794,4,Nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .
4837,4,"A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna ."
1063,2,Courtney CHASES Stuart with a CELL PHONE .
8340,4,A conventional but heartwarming tale .
5729,3,"Vera has created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores ."
8440,2,Hollywood 's answer to an air ball .
2087,4,A compelling film .
873,1,"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat ."
6180,1,Statham employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British .
2715,1,The movie does such an excellent job of critiquing itself at every faltering half-step of its development that criticizing feels more like commiserating .
4584,2,"directed in a flashy , empty sub-music video style by a director so self-possessed he actually adds a period to his first name"
11144,1,"Sweet gentle Jesus , did the screenwriters just do a cut-and-paste of every bad action-movie line in history ?"
10136,2,"As self-aware movies go , Who is Cletis Tout ?"
8119,3,Meticulously uncovers a trail of outrageous force and craven concealment .
1520,4,"This is pure , exciting moviemaking ."
3231,3,"A bittersweet film , simple in form but rich with human events ."
9671,3,"Although Estela Bravo 's documentary is cloyingly hagiographic in its portrait of Cuban leader Fidel Castro , it 's still a guilty pleasure to watch ."
4280,2,"Wow , a jump cut !"
7602,2,The whole affair is as predictable as can be .
6189,0,I hate the feeling of having been slimed in the name of High Art .
657,2,Some motion pictures portray ultimate passion ; others create ultimate thrills .
10912,0,Like a can of 2-day old Coke .
3211,3,"Scotland looks wonderful , the fans are often funny fanatics , the showdown sure beats a bad day of golf ."
3275,4,Intriguing and downright intoxicating .
10536,2,"As directed by Dani Kouyate of Burkina Faso , Sia lacks visual flair ."
11046,4,"A strong script , powerful direction and splendid production design allows us to be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being ."
3349,4,A well paced and satisfying little drama that deserved better than a ` direct-to-video ' release .
8504,3,Spare but quietly effective retelling .
10062,0,One of the most unpleasant things the studio has ever produced .
482,0,"It would be great to see this turd squashed under a truck , preferably a semi ."
299,1,The movie is not as terrible as the synergistic impulse that created it .
314,0,What more can be expected from a college comedy that 's target audience has n't graduated from junior high school ?
159,3,"Functions as both a revealing look at the collaborative process and a timely , tongue-in-cheek profile of the corporate circus that is the recording industry in the current climate of mergers and downsizing ."
10057,1,"Perhaps a better celebration of these unfairly dismissed heroes would be a film that is n't this painfully forced , false and fabricated ."
7382,1,"Go , girls , right down the reality drain ."
2503,3,"Boasts a handful of virtuosic set pieces and offers a fair amount of trashy , kinky fun ."
4089,2,A lot of its gags and observations reflect a woman 's point-of-view .
6503,0,Rarely does a film so graceless and devoid of merit as this one come along .
7757,1,"There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us ."
9524,2,Strictly middle of the road .
6357,3,Her performance moves between heartbreak and rebellion as she continually tries to accommodate to fit in and gain the unconditional love she seeks .
10706,2,Helps to remind the First World that HIV\/AIDS is far from being yesterday 's news .
3629,3,Hard to resist .
1613,0,This one aims for the toilet and scores a direct hit .
7054,4,"I had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was Earnest ."
957,1,"Replacing John Carpenter 's stylish tracking shots is degraded , handheld Blair Witch video-cam footage ."
3749,1,"With its lackadaisical plotting and mindless action , All About the Benjamins evokes the bottom tier of blaxploitation flicks from the 1970s ."
5069,1,Witless and utterly pointless .
5655,1,"While not all that bad of a movie , it 's nowhere near as good as the original ."
6206,3,But that they are doing it is thought-provoking .
5809,2,"As his circle of friends keeps getting smaller one of the characters in Long Time Dead says ` I 'm telling you , this is f \*\*\* ed ' ."
10874,3,"It wo n't hold up over the long haul , but in the moment , Finch 's tale provides the forgettable pleasures of a Saturday matinee ."
2960,1,"Scherfig , who has had a successful career in TV , tackles more than she can handle ."
4498,2,"without the latter 's attendant intelligence , poetry , passion , and genius"
3624,2,... either you 're willing to go with this claustrophobic concept or you 're not .
8818,4,"In a summer overrun with movies dominated by CGI aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway ."
8100,1,"Witless , pointless , tasteless and idiotic ."
7223,3,"Despite its flaws , Crazy as Hell marks an encouraging new direction for La Salle ."
1968,1,"A determined , ennui-hobbled slog that really does n't have much to say beyond the news flash that loneliness can make people act weird ."
3076,3,"Not a schlocky creature feature but something far more stylish and cerebral -- and , hence , more chillingly effective ."
1843,3,"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going ."
1163,1,It 's kind of sad that so many people put so much time and energy into this turkey .
8566,1,But it does n't leave you with much .
1914,2,"There 's not much to Fatale , outside of its stylish surprises ... but that 's OK ."
9090,2,Just like Igby .
7703,3,would make an excellent companion piece to the similarly themed ` The French Lieutenant 's Woman . '
9451,2,"Gives us a lot to chew on , but not all of it has been properly digested ."
959,0,Nothing about the film -- with the possible exception of Elizabeth Hurley 's breasts -- is authentic .
5195,3,"In Death to Smoochy , we do n't get Williams ' usual tear and a smile , just sneers and bile , and the spectacle is nothing short of refreshing ."
6782,3,"I know I should n't have laughed , but hey , those farts got to my inner nine-year-old ."
1988,1,None of the characters or plot-lines are fleshed-out enough to build any interest .
5674,0,I can analyze this movie in three words : Thumbs Friggin ' Down .
4686,4,I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .
4566,3,Beautifully reclaiming the story of Carmen and recreating it an in an African idiom .
10253,3,"The performances are amiable and committed , and the comedy more often than not hits the bullseye ."
7652,3,"Does a good job of establishing a time and place , and of telling a fascinating character 's story ."
1046,2,A really funny fifteen-minute short stretched beyond its limits to fill an almost feature-length film .
1851,4,A wildly entertaining scan of Evans ' career .
3511,3,"It may be a somewhat backhanded compliment to say that the film makes the viewer feel like the movie 's various victimized audience members after a while , but it also happens to be the movie 's most admirable quality"
1351,2,"A sterling film - a cross between Boys Do n't Cry , Deliverance , and Ode to Billy Joe - lies somewhere in the story of Matthew Shepard , but that film is yet to be made ."
4340,1,"Every joke is repeated at least -- annoying , is n't it ?"
1567,3,"Unfolds in a low-key , organic way that encourages you to accept it as life and go with its flow ."
5170,1,"For a film that 's being advertised as a comedy , Sweet Home Alabama is n't as funny as you 'd hoped ."
2069,4,Matthew Lillard is born to play Shaggy !
2816,2,Earnest and tentative even when it aims to shock .
3542,2,"A dark , dull thriller with a parting shot that misfires ."
5719,2,They exist for hushed lines like `` They 're back ! ''
4445,2,Show me the mugging .
6374,1,The drama discloses almost nothing .
10489,2,"The message of such reflections -- intentional or not -- is that while no art grows from a vacuum , many artists exist in one ."
7304,3,As tricky and satisfying as any of David Mamet 's airless cinematic shell games .
2830,4,Cusack 's just brilliant in this .
10856,4,Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .
9112,0,"As a remake , it 's a pale imitation ."
1973,2,Might be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people .
8867,3,- I also wanted a little alien as a friend !
4468,2,it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding
3524,2,"Slow , silly and unintentionally hilarious ."
5872,2,As it stands it 's an opera movie for the buffs .
3971,0,There 's no energy .
5811,4,"A comedy that is warm , inviting , and surprising ."
823,4,"This documentary is a dazzling , remarkably unpretentious reminder of what -LRB- Evans -RRB- had , lost , and got back ."
4930,2,"Interesting , but not compelling ."
990,2,Arnie blows things up .
669,3,Ya-Yas everywhere will forgive the flaws and love the film .
3444,0,"It 's been 13 months and 295 preview screenings since I last walked out on a movie , but Resident Evil really earned my indignant , preemptive departure ."
8215,3,The casting of Raymond J. Barry as the ` assassin ' greatly enhances the quality of Neil Burger 's impressive fake documentary .
568,2,"The movie worked for me right up to the final scene , and then it caved in ."
7941,4,"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate ."
6756,4,"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future ."
2237,1,"Lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s ."
790,1,"Though Impostor deviously adopts the guise of a modern motion picture , it too is a bomb ."
6642,3,"Like The English Patient and The Unbearable Lightness of Being , The Hours is one of those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right ."
2149,1,The script ?
7694,4,"If you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this Oscar-nominated documentary takes you there ."
569,3,"The sight of the spaceship on the launching pad is duly impressive in IMAX dimensions , as are shots of the astronauts floating in their cabins ."
7967,1,"You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead ."
1423,0,Not even Felinni would know what to make of this Italian freakshow .
11020,4,I hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .
1929,2,"As a hybrid teen thriller and murder mystery , Murder by Numbers fits the profile too closely ."
3965,0,"This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch ."
7402,4,One-of-a-kind near-masterpiece .
9700,3,a cruelly funny twist on teen comedy packed with inventive cinematic tricks and an ironically killer soundtrack
6149,3,Unfolds in a series of achronological vignettes whose cumulative effect is chilling .
4792,3,"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker ."
1160,2,"It never is , not fully ."
2941,1,"Much of the digitally altered footage appears jagged , as if filmed directly from a television monitor , while the extensive use of stock footage quickly becomes a tiresome cliché ."
7712,4,... an enjoyably frothy ` date movie ' ...
2290,4,"If anything , the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans ."
145,3,Mr. Scorsese 's bravery and integrity in advancing this vision can hardly be underestimated .
8986,1,The colorful Masseur wastes its time on mood rather than riding with the inherent absurdity of Ganesh 's rise up the social ladder .
2164,1,"We 're left with a story that tries to grab us , only to keep letting go at all the wrong moments ."
7105,1,"If I want a real movie , I 'll buy the Criterion DVD ."
7211,3,"This is a dark , gritty , sometimes funny little gem ."
11164,1,Spain 's greatest star wattage does n't overcome the tumult of maudlin tragedy .
10842,0,"It is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound ."
600,0,is that it 's a crime movie made by someone who obviously knows nothing about crime .
6006,4,"Romantic comedy and Dogme 95 filmmaking may seem odd bedfellows , but they turn out to be delightfully compatible here ."
6322,3,"A moving tale of love and destruction in unexpected places , unexamined lives ."
7913,2,The movie should be credited with remembering his victims .
8703,3,"Fierce , glaring and unforgettable ."
942,2,You have enough finely tuned acting to compensate for the movie 's failings .
939,3,"Some people march to the beat of a different drum , and if you ever wondered what kind of houses those people live in , this documentary takes a look at 5 alternative housing options ."
9344,2,A Sha-Na-Na sketch punctuated with graphic violence .
8698,4,"likeable thanks to its cast , its cuisine and its quirky tunes ."
8306,1,"Like most of Jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand ."
9490,4,"Elegantly produced and expressively performed , the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy ."
7745,1,A moving picture that does not move .
5092,4,"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence ."
5285,1,It 's only in fairy tales that princesses that are married for political reason live happily ever after .
4530,3,-LRB- Stephen -RRB- Earnhart 's film is more about the optimism of a group of people who are struggling to give themselves a better lot in life than the ones they currently have .
9332,1,"Typical animé , with cheapo animation -LRB- like Saturday morning TV in the '60s -RRB- , a complex sword-and-sorcery plot and characters who all have big round eyes and Japanese names ."
2005,3,"They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood ."
10273,2,And a very rainy day .
1610,1,Michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .
1825,2,Schneider 's mugging is relentless and his constant need to suddenly transpose himself into another character undermines the story 's continuity and progression .
7232,1,Gets bogged down by an overly sillified plot and stop-and-start pacing .
980,4,"A finely tuned mood piece , a model of menacing atmosphere ."
11032,1,Even accepting this in the right frame of mind can only provide it with so much leniency .
1699,4,Leigh is one of the rare directors who feels acting is the heart and soul of cinema .
6405,3,An affectionately goofy satire that 's unafraid to throw elbows when necessary ...
5278,4,"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic ."
2668,2,"B picture , and I mean that as a compliment ."
2287,1,Puts on airs of a Hal Hartley wannabe film -- without the vital comic ingredient of the hilarious writer-director himself .
8829,1,"There 's something unintentionally comic in the film 's drumbeat about authenticity , given the stale plot and pornographic way the film revels in swank apartments , clothes and parties ."
5139,2,"With miscast leads , banal dialogue and an absurdly overblown climax , Killing Me Softly belongs firmly in the so-bad-it 's - good camp ."
6059,2,"It was filled with shootings , beatings , and more cussing than you could shake a stick at ."
4422,3,-LRB- It 's -RRB- a clever thriller with enough unexpected twists to keep our interest .
9588,3,The difference between Cho and most comics is that her confidence in her material is merited .
3720,3,"A bright , inventive , thoroughly winning flight of revisionist fancy ."
8675,3,In an ART FILM !
3890,0,"If it were any more of a turkey , it would gobble in Dolby Digital stereo ."
3035,2,A difficult but worthy film that bites off more than it can chew by linking the massacre of Armenians in 1915 with some difficult relationships in the present .
11536,0,"For a guy who has waited three years with breathless anticipation for a new Hal Hartley movie to pore over , No Such Thing is a big letdown ."
4430,0,Utter mush ... conceited pap .
7194,4,"A gracious , eloquent film that by its end offers a ray of hope to the refugees able to look ahead and resist living in a past forever lost ."
10969,2,It looks much more like a cartoon in the end than The Simpsons ever has .
1565,3,This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .
6830,1,"Though it pretends to expose the life of male hustlers , it 's exploitive without being insightful ."
1728,2,"Unfortunately , contrived plotting , stereotyped characters and Woo 's over-the-top instincts as a director undermine the moral dilemma at the movie 's heart ."
9975,1,"With a tone as variable as the cinematography , Schaeffer 's film never settles into the light-footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm ."
2863,3,... a quietly introspective portrait of the self-esteem of employment and the shame of losing a job ...
7800,3,"It 's both degrading and strangely liberating to see people working so hard at leading lives of sexy intrigue , only to be revealed by the dispassionate Gantz brothers as ordinary , pasty lumpen ."
2134,0,"The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter ."
4509,1,"-LRB- Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike ."
4320,2,A close-to-solid espionage thriller with the misfortune of being released a few decades too late .
8444,2,A dreary indulgence .
8398,0,The crap continues .
8629,1,"The beautiful images and solemn words can not disguise the slack complacency of -LRB- Godard 's -RRB- vision , any more than the gorgeous piano and strings on the soundtrack can drown out the tinny self-righteousness of his voice ."
7966,2,"There are things to like about Murder By Numbers -- but , in the end , the disparate elements do n't gel ."
95,2,"The film is explosive , but a few of those sticks are wet ."
7150,1,Inconsequential road-and-buddy pic .
3107,2,It 's the type of stunt the Academy loves : a powerful political message stuffed into an otherwise mediocre film .
789,3,A tasty masala .
7895,1,"The main story ... is compelling enough , but it 's difficult to shrug off the annoyance of that chatty fish ."
1934,2,"Each punch seen through prison bars , the fights become not so much a struggle of man vs. man as Brother-Man vs. The Man ."
7405,2,The first half bursts with a goofy energy previous Disney films only used for a few minutes here and there .
1867,4,"An Inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds ."
1944,2,Every child 's story is what matters .
4310,3,"As a thoughtful and unflinching examination of an alternative lifestyle , Sex with Strangers is a success ."
1186,4,Hawn and Sarandon form an acting bond that makes The Banger Sisters a fascinating character study with laughs to spare .
8617,4,"The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history ."
55,4,You 'll probably love it .
11344,4,"A must for fans of British cinema , if only because so many titans of the industry are along for the ride ."
5677,4,Director Nancy Savoca 's no-frills record of a show forged in still-raw emotions captures the unsettled tenor of that post 9-11 period far better than a more measured or polished production ever could .
7357,2,"Sometimes this modest little number clicks , and sometimes it does n't ."
7998,4,The film has the courage of its convictions and excellent performances on its side .
9606,4,"A brisk , reverent , and subtly different sequel ."
10582,4,"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !"
2539,4,"It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today ."
604,1,He fails .
9878,2,"Red Dragon is less baroque and showy than Hannibal , and less emotionally affecting than Silence ."
4233,0,No amount of nostalgia for Carvey 's glory days can disguise the fact that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it .
4294,3,Contradicts everything we 've come to expect from movies nowadays .
10176,1,This story of unrequited love does n't sustain interest beyond the first half-hour .
864,1,"The Sum of All Fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots -LRB- or cinema seats -RRB- ."
6409,4,"This enthralling documentary ... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends ."
612,0,"The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory ."
11055,1,"At best , Cletis Tout might inspire a trip to the video store -- in search of a better movie experience ."
2610,2,"Pure of intention and passably diverting , His Secret Life is light , innocuous and unremarkable ."
